temperature_celsius, year, month, country, ISO3
25.9085, 1954, Jul, Philippines, PHL
25.6269, 1954, Aug, Philippines, PHL
25.428, 1954, Sep, Philippines, PHL
25.2549, 1954, Oct, Philippines, PHL
24.5396, 1954, Nov, Philippines, PHL
24.1032, 1954, Dec, Philippines, PHL
23.7882, 1955, Jan, Philippines, PHL
24.2141, 1955, Feb, Philippines, PHL
24.8504, 1955, Mar, Philippines, PHL
25.9721, 1955, Apr, Philippines, PHL
26.4725, 1955, May, Philippines, PHL
25.7408, 1955, Jun, Philippines, PHL
25.558, 1955, Jul, Philippines, PHL
25.6255, 1955, Aug, Philippines, PHL
25.8075, 1955, Sep, Philippines, PHL
25.4515, 1955, Oct, Philippines, PHL
24.7817, 1955, Nov, Philippines, PHL
23.6192, 1955, Dec, Philippines, PHL
23.8494, 1956, Jan, Philippines, PHL
24.3953, 1956, Feb, Philippines, PHL
24.9768, 1956, Mar, Philippines, PHL
25.6249, 1956, Apr, Philippines, PHL
25.8979, 1956, May, Philippines, PHL
25.9465, 1956, Jun, Philippines, PHL
25.6539, 1956, Jul, Philippines, PHL
25.3732, 1956, Aug, Philippines, PHL
25.1591, 1956, Sep, Philippines, PHL
25.3647, 1956, Oct, Philippines, PHL
24.9103, 1956, Nov, Philippines, PHL
24.2371, 1956, Dec, Philippines, PHL
24.2252, 1957, Jan, Philippines, PHL
23.9774, 1957, Feb, Philippines, PHL
25.3491, 1957, Mar, Philippines, PHL
25.9466, 1957, Apr, Philippines, PHL
26.7121, 1957, May, Philippines, PHL
26.2497, 1957, Jun, Philippines, PHL
25.6998, 1957, Jul, Philippines, PHL
25.7853, 1957, Aug, Philippines, PHL
25.6135, 1957, Sep, Philippines, PHL
25.5292, 1957, Oct, Philippines, PHL
24.9547, 1957, Nov, Philippines, PHL
25.217, 1957, Dec, Philippines, PHL
24.5788, 1958, Jan, Philippines, PHL
24.5049, 1958, Feb, Philippines, PHL
25.338, 1958, Mar, Philippines, PHL
25.9576, 1958, Apr, Philippines, PHL
26.9159, 1958, May, Philippines, PHL
26.241, 1958, Jun, Philippines, PHL
25.8581, 1958, Jul, Philippines, PHL
25.7143, 1958, Aug, Philippines, PHL
25.6366, 1958, Sep, Philippines, PHL
25.4568, 1958, Oct, Philippines, PHL
24.7061, 1958, Nov, Philippines, PHL
24.2854, 1958, Dec, Philippines, PHL
23.8912, 1959, Jan, Philippines, PHL
24.7084, 1959, Feb, Philippines, PHL
25.0528, 1959, Mar, Philippines, PHL
25.9962, 1959, Apr, Philippines, PHL
26.4062, 1959, May, Philippines, PHL
26.7254, 1959, Jun, Philippines, PHL
25.7963, 1959, Jul, Philippines, PHL
25.4379, 1959, Aug, Philippines, PHL
25.7, 1959, Sep, Philippines, PHL
25.4358, 1959, Oct, Philippines, PHL
25.0826, 1959, Nov, Philippines, PHL
24.7618, 1959, Dec, Philippines, PHL
24.5152, 1960, Jan, Philippines, PHL
24.3872, 1960, Feb, Philippines, PHL
25.4499, 1960, Mar, Philippines, PHL
26.0963, 1960, Apr, Philippines, PHL
26.5528, 1960, May, Philippines, PHL
25.9573, 1960, Jun, Philippines, PHL
26.1388, 1960, Jul, Philippines, PHL
25.9516, 1960, Aug, Philippines, PHL
25.5485, 1960, Sep, Philippines, PHL
25.3218, 1960, Oct, Philippines, PHL
25.1138, 1960, Nov, Philippines, PHL
24.4111, 1960, Dec, Philippines, PHL
23.3768, 1961, Jan, Philippines, PHL
24.5259, 1961, Feb, Philippines, PHL
25.5328, 1961, Mar, Philippines, PHL
26.3946, 1961, Apr, Philippines, PHL
26.5785, 1961, May, Philippines, PHL
25.9403, 1961, Jun, Philippines, PHL
25.3709, 1961, Jul, Philippines, PHL
25.4072, 1961, Aug, Philippines, PHL
25.5786, 1961, Sep, Philippines, PHL
25.1778, 1961, Oct, Philippines, PHL
25.0089, 1961, Nov, Philippines, PHL
24.6194, 1961, Dec, Philippines, PHL
23.6413, 1962, Jan, Philippines, PHL
23.5755, 1962, Feb, Philippines, PHL
25.0619, 1962, Mar, Philippines, PHL
25.9933, 1962, Apr, Philippines, PHL
26.6104, 1962, May, Philippines, PHL
26.2008, 1962, Jun, Philippines, PHL
25.4389, 1962, Jul, Philippines, PHL
25.5004, 1962, Aug, Philippines, PHL
25.1546, 1962, Sep, Philippines, PHL
25.8392, 1962, Oct, Philippines, PHL
24.932, 1962, Nov, Philippines, PHL
24.2855, 1962, Dec, Philippines, PHL
22.8054, 1963, Jan, Philippines, PHL
22.9659, 1963, Feb, Philippines, PHL
24.1661, 1963, Mar, Philippines, PHL
25.2911, 1963, Apr, Philippines, PHL
26.7259, 1963, May, Philippines, PHL
25.9153, 1963, Jun, Philippines, PHL
25.7106, 1963, Jul, Philippines, PHL
25.5809, 1963, Aug, Philippines, PHL
25.6615, 1963, Sep, Philippines, PHL
25.4306, 1963, Oct, Philippines, PHL
25.2797, 1963, Nov, Philippines, PHL
24.7368, 1963, Dec, Philippines, PHL
24.7844, 1964, Jan, Philippines, PHL
24.2408, 1964, Feb, Philippines, PHL
25.0524, 1964, Mar, Philippines, PHL
26.1449, 1964, Apr, Philippines, PHL
26.4745, 1964, May, Philippines, PHL
25.9159, 1964, Jun, Philippines, PHL
25.7021, 1964, Jul, Philippines, PHL
25.6818, 1964, Aug, Philippines, PHL
25.6709, 1964, Sep, Philippines, PHL
25.5005, 1964, Oct, Philippines, PHL
24.746, 1964, Nov, Philippines, PHL
24.1664, 1964, Dec, Philippines, PHL
23.5116, 1965, Jan, Philippines, PHL
24.1435, 1965, Feb, Philippines, PHL
24.5255, 1965, Mar, Philippines, PHL
25.8304, 1965, Apr, Philippines, PHL
26.1359, 1965, May, Philippines, PHL
25.5785, 1965, Jun, Philippines, PHL
25.0543, 1965, Jul, Philippines, PHL
25.64, 1965, Aug, Philippines, PHL
25.5376, 1965, Sep, Philippines, PHL
25.5858, 1965, Oct, Philippines, PHL
25.4583, 1965, Nov, Philippines, PHL
24.8688, 1965, Dec, Philippines, PHL
24.6029, 1966, Jan, Philippines, PHL
24.8931, 1966, Feb, Philippines, PHL
25.5333, 1966, Mar, Philippines, PHL
26.6432, 1966, Apr, Philippines, PHL
26.1014, 1966, May, Philippines, PHL
26.3633, 1966, Jun, Philippines, PHL
25.7613, 1966, Jul, Philippines, PHL
26.0002, 1966, Aug, Philippines, PHL
25.6307, 1966, Sep, Philippines, PHL
25.5681, 1966, Oct, Philippines, PHL
25.3201, 1966, Nov, Philippines, PHL
25.0802, 1966, Dec, Philippines, PHL
23.835, 1967, Jan, Philippines, PHL
23.7817, 1967, Feb, Philippines, PHL
24.4856, 1967, Mar, Philippines, PHL
25.7435, 1967, Apr, Philippines, PHL
26.7447, 1967, May, Philippines, PHL
26.0411, 1967, Jun, Philippines, PHL
25.6946, 1967, Jul, Philippines, PHL
25.3526, 1967, Aug, Philippines, PHL
25.4947, 1967, Sep, Philippines, PHL
25.165, 1967, Oct, Philippines, PHL
24.7346, 1967, Nov, Philippines, PHL
23.6906, 1967, Dec, Philippines, PHL
23.6897, 1968, Jan, Philippines, PHL
23.4379, 1968, Feb, Philippines, PHL
25.0432, 1968, Mar, Philippines, PHL
25.6536, 1968, Apr, Philippines, PHL
26.8497, 1968, May, Philippines, PHL
26.6972, 1968, Jun, Philippines, PHL
26.3749, 1968, Jul, Philippines, PHL
25.7336, 1968, Aug, Philippines, PHL
25.7964, 1968, Sep, Philippines, PHL
25.1513, 1968, Oct, Philippines, PHL
24.167, 1968, Nov, Philippines, PHL
24.3586, 1968, Dec, Philippines, PHL
24.4617, 1969, Jan, Philippines, PHL
24.0922, 1969, Feb, Philippines, PHL
25.2997, 1969, Mar, Philippines, PHL
26.3459, 1969, Apr, Philippines, PHL
27.2993, 1969, May, Philippines, PHL
26.5425, 1969, Jun, Philippines, PHL
25.8492, 1969, Jul, Philippines, PHL
25.9103, 1969, Aug, Philippines, PHL
25.7325, 1969, Sep, Philippines, PHL
25.5852, 1969, Oct, Philippines, PHL
24.9202, 1969, Nov, Philippines, PHL
24.6462, 1969, Dec, Philippines, PHL
24.3598, 1970, Jan, Philippines, PHL
24.3879, 1970, Feb, Philippines, PHL
25.6341, 1970, Mar, Philippines, PHL
26.4322, 1970, Apr, Philippines, PHL
27.0989, 1970, May, Philippines, PHL
26.3278, 1970, Jun, Philippines, PHL
26.0068, 1970, Jul, Philippines, PHL
25.6242, 1970, Aug, Philippines, PHL
25.7302, 1970, Sep, Philippines, PHL
25.6678, 1970, Oct, Philippines, PHL
25.3411, 1970, Nov, Philippines, PHL
25.2977, 1970, Dec, Philippines, PHL
23.4911, 1971, Jan, Philippines, PHL
24.2748, 1971, Feb, Philippines, PHL
24.2589, 1971, Mar, Philippines, PHL
25.4348, 1971, Apr, Philippines, PHL
26.0936, 1971, May, Philippines, PHL
25.4643, 1971, Jun, Philippines, PHL
25.323, 1971, Jul, Philippines, PHL
25.5907, 1971, Aug, Philippines, PHL
25.6689, 1971, Sep, Philippines, PHL
25.0602, 1971, Oct, Philippines, PHL
24.724, 1971, Nov, Philippines, PHL
24.6398, 1971, Dec, Philippines, PHL
23.7354, 1972, Jan, Philippines, PHL
24.5886, 1972, Feb, Philippines, PHL
24.2134, 1972, Mar, Philippines, PHL
25.6301, 1972, Apr, Philippines, PHL
26.2943, 1972, May, Philippines, PHL
26.0139, 1972, Jun, Philippines, PHL
25.7965, 1972, Jul, Philippines, PHL
25.2804, 1972, Aug, Philippines, PHL
25.6904, 1972, Sep, Philippines, PHL
25.9461, 1972, Oct, Philippines, PHL
25.5185, 1972, Nov, Philippines, PHL
24.9553, 1972, Dec, Philippines, PHL
24.562, 1973, Jan, Philippines, PHL
24.8459, 1973, Feb, Philippines, PHL
25.3739, 1973, Mar, Philippines, PHL
26.716, 1973, Apr, Philippines, PHL
27.2911, 1973, May, Philippines, PHL
26.7443, 1973, Jun, Philippines, PHL
26.0464, 1973, Jul, Philippines, PHL
25.6824, 1973, Aug, Philippines, PHL
25.777, 1973, Sep, Philippines, PHL
25.3777, 1973, Oct, Philippines, PHL
24.6197, 1973, Nov, Philippines, PHL
24.1336, 1973, Dec, Philippines, PHL
23.738, 1974, Jan, Philippines, PHL
24.2873, 1974, Feb, Philippines, PHL
25.0283, 1974, Mar, Philippines, PHL
26.2634, 1974, Apr, Philippines, PHL
26.5801, 1974, May, Philippines, PHL
25.742, 1974, Jun, Philippines, PHL
25.809, 1974, Jul, Philippines, PHL
25.8132, 1974, Aug, Philippines, PHL
26.0911, 1974, Sep, Philippines, PHL
25.3466, 1974, Oct, Philippines, PHL
24.9582, 1974, Nov, Philippines, PHL
24.7662, 1974, Dec, Philippines, PHL
24.1309, 1975, Jan, Philippines, PHL
24.4496, 1975, Feb, Philippines, PHL
25.265, 1975, Mar, Philippines, PHL
25.916, 1975, Apr, Philippines, PHL
26.6774, 1975, May, Philippines, PHL
25.9227, 1975, Jun, Philippines, PHL
25.7824, 1975, Jul, Philippines, PHL
25.571, 1975, Aug, Philippines, PHL
25.4592, 1975, Sep, Philippines, PHL
25.6412, 1975, Oct, Philippines, PHL
25.0437, 1975, Nov, Philippines, PHL
24.0826, 1975, Dec, Philippines, PHL
23.6987, 1976, Jan, Philippines, PHL
23.9918, 1976, Feb, Philippines, PHL
25.0305, 1976, Mar, Philippines, PHL
26.0651, 1976, Apr, Philippines, PHL
25.6828, 1976, May, Philippines, PHL
25.5332, 1976, Jun, Philippines, PHL
25.5614, 1976, Jul, Philippines, PHL
25.3153, 1976, Aug, Philippines, PHL
25.4283, 1976, Sep, Philippines, PHL
25.8939, 1976, Oct, Philippines, PHL
25.1055, 1976, Nov, Philippines, PHL
24.5973, 1976, Dec, Philippines, PHL
24.8626, 1977, Jan, Philippines, PHL
24.1234, 1977, Feb, Philippines, PHL
24.9382, 1977, Mar, Philippines, PHL
26.5094, 1977, Apr, Philippines, PHL
27.0547, 1977, May, Philippines, PHL
26.5856, 1977, Jun, Philippines, PHL
25.888, 1977, Jul, Philippines, PHL
25.6178, 1977, Aug, Philippines, PHL
25.6118, 1977, Sep, Philippines, PHL
26.06, 1977, Oct, Philippines, PHL
24.7974, 1977, Nov, Philippines, PHL
24.2348, 1977, Dec, Philippines, PHL
24.151, 1978, Jan, Philippines, PHL
24.1861, 1978, Feb, Philippines, PHL
25.7504, 1978, Mar, Philippines, PHL
26.5812, 1978, Apr, Philippines, PHL
26.9561, 1978, May, Philippines, PHL
26.4571, 1978, Jun, Philippines, PHL
26.1897, 1978, Jul, Philippines, PHL
25.6634, 1978, Aug, Philippines, PHL
25.3682, 1978, Sep, Philippines, PHL
25.3008, 1978, Oct, Philippines, PHL
24.8467, 1978, Nov, Philippines, PHL
25.0273, 1978, Dec, Philippines, PHL
24.4739, 1979, Jan, Philippines, PHL
25.3977, 1979, Feb, Philippines, PHL
25.6768, 1979, Mar, Philippines, PHL
26.6214, 1979, Apr, Philippines, PHL
26.3378, 1979, May, Philippines, PHL
26.253, 1979, Jun, Philippines, PHL
26.0343, 1979, Jul, Philippines, PHL
26.0322, 1979, Aug, Philippines, PHL
25.9804, 1979, Sep, Philippines, PHL
25.4352, 1979, Oct, Philippines, PHL
25.4383, 1979, Nov, Philippines, PHL
24.3043, 1979, Dec, Philippines, PHL
24.514, 1980, Jan, Philippines, PHL
24.4421, 1980, Feb, Philippines, PHL
25.6483, 1980, Mar, Philippines, PHL
26.4434, 1980, Apr, Philippines, PHL
27.0283, 1980, May, Philippines, PHL
26.5001, 1980, Jun, Philippines, PHL
25.8573, 1980, Jul, Philippines, PHL
25.8378, 1980, Aug, Philippines, PHL
25.8813, 1980, Sep, Philippines, PHL
25.6772, 1980, Oct, Philippines, PHL
25.661, 1980, Nov, Philippines, PHL
25.0881, 1980, Dec, Philippines, PHL
23.2698, 1981, Jan, Philippines, PHL
24.1356, 1981, Feb, Philippines, PHL
25.2321, 1981, Mar, Philippines, PHL
26.5381, 1981, Apr, Philippines, PHL
26.6524, 1981, May, Philippines, PHL
26.0272, 1981, Jun, Philippines, PHL
25.4704, 1981, Jul, Philippines, PHL
25.9044, 1981, Aug, Philippines, PHL
25.8675, 1981, Sep, Philippines, PHL
25.3892, 1981, Oct, Philippines, PHL
25.1822, 1981, Nov, Philippines, PHL
24.2278, 1981, Dec, Philippines, PHL
23.7159, 1982, Jan, Philippines, PHL
24.2921, 1982, Feb, Philippines, PHL
25.2674, 1982, Mar, Philippines, PHL
26.0603, 1982, Apr, Philippines, PHL
26.6746, 1982, May, Philippines, PHL
26.4502, 1982, Jun, Philippines, PHL
25.5192, 1982, Jul, Philippines, PHL
25.5872, 1982, Aug, Philippines, PHL
25.5599, 1982, Sep, Philippines, PHL
25.6728, 1982, Oct, Philippines, PHL
25.5451, 1982, Nov, Philippines, PHL
25.0787, 1982, Dec, Philippines, PHL
24.6617, 1983, Jan, Philippines, PHL
24.6726, 1983, Feb, Philippines, PHL
25.8169, 1983, Mar, Philippines, PHL
26.8146, 1983, Apr, Philippines, PHL
27.1906, 1983, May, Philippines, PHL
27.241, 1983, Jun, Philippines, PHL
26.2787, 1983, Jul, Philippines, PHL
26.2663, 1983, Aug, Philippines, PHL
26.1099, 1983, Sep, Philippines, PHL
25.827, 1983, Oct, Philippines, PHL
24.9963, 1983, Nov, Philippines, PHL
24.2499, 1983, Dec, Philippines, PHL
24.4474, 1984, Jan, Philippines, PHL
24.7999, 1984, Feb, Philippines, PHL
25.8602, 1984, Mar, Philippines, PHL
26.6178, 1984, Apr, Philippines, PHL
26.3921, 1984, May, Philippines, PHL
25.936, 1984, Jun, Philippines, PHL
25.8835, 1984, Jul, Philippines, PHL
25.6999, 1984, Aug, Philippines, PHL
25.9249, 1984, Sep, Philippines, PHL
25.3957, 1984, Oct, Philippines, PHL
25.4756, 1984, Nov, Philippines, PHL
24.897, 1984, Dec, Philippines, PHL
24.014, 1985, Jan, Philippines, PHL
25.7775, 1985, Feb, Philippines, PHL
26.0388, 1985, Mar, Philippines, PHL
26.3589, 1985, Apr, Philippines, PHL
26.8598, 1985, May, Philippines, PHL
26.1867, 1985, Jun, Philippines, PHL
25.6807, 1985, Jul, Philippines, PHL
25.8341, 1985, Aug, Philippines, PHL
25.5288, 1985, Sep, Philippines, PHL
25.6255, 1985, Oct, Philippines, PHL
25.8111, 1985, Nov, Philippines, PHL
24.932, 1985, Dec, Philippines, PHL
24.0568, 1986, Jan, Philippines, PHL
24.2707, 1986, Feb, Philippines, PHL
25.2377, 1986, Mar, Philippines, PHL
26.4762, 1986, Apr, Philippines, PHL
26.865, 1986, May, Philippines, PHL
26.4085, 1986, Jun, Philippines, PHL
25.9783, 1986, Jul, Philippines, PHL
25.8292, 1986, Aug, Philippines, PHL
25.8151, 1986, Sep, Philippines, PHL
25.7873, 1986, Oct, Philippines, PHL
25.6711, 1986, Nov, Philippines, PHL
24.7817, 1986, Dec, Philippines, PHL
24.2833, 1987, Jan, Philippines, PHL
24.1767, 1987, Feb, Philippines, PHL
25.9478, 1987, Mar, Philippines, PHL
27.2339, 1987, Apr, Philippines, PHL
27.9554, 1987, May, Philippines, PHL
27.1566, 1987, Jun, Philippines, PHL
26.1245, 1987, Jul, Philippines, PHL
26.4183, 1987, Aug, Philippines, PHL
26.3686, 1987, Sep, Philippines, PHL
26.6221, 1987, Oct, Philippines, PHL
26.0502, 1987, Nov, Philippines, PHL
25.4592, 1987, Dec, Philippines, PHL
25.6578, 1988, Jan, Philippines, PHL
25.731, 1988, Feb, Philippines, PHL
26.5485, 1988, Mar, Philippines, PHL
27.1736, 1988, Apr, Philippines, PHL
27.5551, 1988, May, Philippines, PHL
26.5435, 1988, Jun, Philippines, PHL
26.1917, 1988, Jul, Philippines, PHL
26.429, 1988, Aug, Philippines, PHL
26.4289, 1988, Sep, Philippines, PHL
25.6575, 1988, Oct, Philippines, PHL
25.273, 1988, Nov, Philippines, PHL
24.0538, 1988, Dec, Philippines, PHL
25.1214, 1989, Jan, Philippines, PHL
24.624, 1989, Feb, Philippines, PHL
25.2485, 1989, Mar, Philippines, PHL
26.6499, 1989, Apr, Philippines, PHL
26.7598, 1989, May, Philippines, PHL
26.3242, 1989, Jun, Philippines, PHL
26.1707, 1989, Jul, Philippines, PHL
25.9538, 1989, Aug, Philippines, PHL
26.1181, 1989, Sep, Philippines, PHL
26.001, 1989, Oct, Philippines, PHL
25.5318, 1989, Nov, Philippines, PHL
24.3436, 1989, Dec, Philippines, PHL
24.8576, 1990, Jan, Philippines, PHL
25.5412, 1990, Feb, Philippines, PHL
25.684, 1990, Mar, Philippines, PHL
27.1398, 1990, Apr, Philippines, PHL
26.8208, 1990, May, Philippines, PHL
26.1519, 1990, Jun, Philippines, PHL
26.1104, 1990, Jul, Philippines, PHL
26.1024, 1990, Aug, Philippines, PHL
25.9704, 1990, Sep, Philippines, PHL
25.855, 1990, Oct, Philippines, PHL
25.5261, 1990, Nov, Philippines, PHL
25.1792, 1990, Dec, Philippines, PHL
24.9838, 1991, Jan, Philippines, PHL
25.0137, 1991, Feb, Philippines, PHL
25.6778, 1991, Mar, Philippines, PHL
26.5307, 1991, Apr, Philippines, PHL
27.3006, 1991, May, Philippines, PHL
26.8474, 1991, Jun, Philippines, PHL
26.4064, 1991, Jul, Philippines, PHL
26.1697, 1991, Aug, Philippines, PHL
25.9614, 1991, Sep, Philippines, PHL
25.7698, 1991, Oct, Philippines, PHL
24.8539, 1991, Nov, Philippines, PHL
24.6773, 1991, Dec, Philippines, PHL
24.261, 1992, Jan, Philippines, PHL
24.3322, 1992, Feb, Philippines, PHL
25.9344, 1992, Mar, Philippines, PHL
26.4722, 1992, Apr, Philippines, PHL
27.1158, 1992, May, Philippines, PHL
26.6814, 1992, Jun, Philippines, PHL
25.8034, 1992, Jul, Philippines, PHL
26.1926, 1992, Aug, Philippines, PHL
26.0278, 1992, Sep, Philippines, PHL
25.8685, 1992, Oct, Philippines, PHL
25.0592, 1992, Nov, Philippines, PHL
24.9094, 1992, Dec, Philippines, PHL
24.3001, 1993, Jan, Philippines, PHL
24.4567, 1993, Feb, Philippines, PHL
25.1516, 1993, Mar, Philippines, PHL
26.5211, 1993, Apr, Philippines, PHL
27.2386, 1993, May, Philippines, PHL
27.076, 1993, Jun, Philippines, PHL
26.2959, 1993, Jul, Philippines, PHL
25.9924, 1993, Aug, Philippines, PHL
25.8792, 1993, Sep, Philippines, PHL
25.7746, 1993, Oct, Philippines, PHL
25.9454, 1993, Nov, Philippines, PHL
25.1392, 1993, Dec, Philippines, PHL
25.0307, 1994, Jan, Philippines, PHL
25.1696, 1994, Feb, Philippines, PHL
25.7953, 1994, Mar, Philippines, PHL
26.8001, 1994, Apr, Philippines, PHL
27.2597, 1994, May, Philippines, PHL
26.5148, 1994, Jun, Philippines, PHL
25.7935, 1994, Jul, Philippines, PHL
25.9539, 1994, Aug, Philippines, PHL
25.8671, 1994, Sep, Philippines, PHL
25.9298, 1994, Oct, Philippines, PHL
25.5355, 1994, Nov, Philippines, PHL
25.384, 1994, Dec, Philippines, PHL
24.7987, 1995, Jan, Philippines, PHL
24.6848, 1995, Feb, Philippines, PHL
25.5549, 1995, Mar, Philippines, PHL
26.5835, 1995, Apr, Philippines, PHL
27.1194, 1995, May, Philippines, PHL
26.8314, 1995, Jun, Philippines, PHL
25.9629, 1995, Jul, Philippines, PHL
25.8919, 1995, Aug, Philippines, PHL
25.7907, 1995, Sep, Philippines, PHL
26.0323, 1995, Oct, Philippines, PHL
25.708, 1995, Nov, Philippines, PHL
24.7496, 1995, Dec, Philippines, PHL
24.3297, 1996, Jan, Philippines, PHL
24.2334, 1996, Feb, Philippines, PHL
25.8934, 1996, Mar, Philippines, PHL
26.0937, 1996, Apr, Philippines, PHL
26.6406, 1996, May, Philippines, PHL
26.636, 1996, Jun, Philippines, PHL
26.1184, 1996, Jul, Philippines, PHL
25.9667, 1996, Aug, Philippines, PHL
26.0514, 1996, Sep, Philippines, PHL
26.2301, 1996, Oct, Philippines, PHL
25.3921, 1996, Nov, Philippines, PHL
24.6137, 1996, Dec, Philippines, PHL
23.8521, 1997, Jan, Philippines, PHL
24.6679, 1997, Feb, Philippines, PHL
25.0151, 1997, Mar, Philippines, PHL
26.2967, 1997, Apr, Philippines, PHL
26.836, 1997, May, Philippines, PHL
26.4243, 1997, Jun, Philippines, PHL
26.0652, 1997, Jul, Philippines, PHL
26.2996, 1997, Aug, Philippines, PHL
25.9744, 1997, Sep, Philippines, PHL
26.1976, 1997, Oct, Philippines, PHL
26.0905, 1997, Nov, Philippines, PHL
25.5418, 1997, Dec, Philippines, PHL
25.2355, 1998, Jan, Philippines, PHL
25.6835, 1998, Feb, Philippines, PHL
26.2433, 1998, Mar, Philippines, PHL
27.3123, 1998, Apr, Philippines, PHL
27.5901, 1998, May, Philippines, PHL
27.1007, 1998, Jun, Philippines, PHL
26.8018, 1998, Jul, Philippines, PHL
26.8456, 1998, Aug, Philippines, PHL
26.2101, 1998, Sep, Philippines, PHL
26.24, 1998, Oct, Philippines, PHL
26.3151, 1998, Nov, Philippines, PHL
25.747, 1998, Dec, Philippines, PHL
25.277, 1999, Jan, Philippines, PHL
24.7619, 1999, Feb, Philippines, PHL
26.0077, 1999, Mar, Philippines, PHL
26.3385, 1999, Apr, Philippines, PHL
26.7901, 1999, May, Philippines, PHL
26.0275, 1999, Jun, Philippines, PHL
26.0237, 1999, Jul, Philippines, PHL
25.8176, 1999, Aug, Philippines, PHL
25.7468, 1999, Sep, Philippines, PHL
25.9571, 1999, Oct, Philippines, PHL
25.476, 1999, Nov, Philippines, PHL
25.1543, 1999, Dec, Philippines, PHL
25.0684, 2000, Jan, Philippines, PHL
25.1829, 2000, Feb, Philippines, PHL
25.8155, 2000, Mar, Philippines, PHL
26.4553, 2000, Apr, Philippines, PHL
26.9388, 2000, May, Philippines, PHL
26.3147, 2000, Jun, Philippines, PHL
25.7826, 2000, Jul, Philippines, PHL
26.0655, 2000, Aug, Philippines, PHL
25.9559, 2000, Sep, Philippines, PHL
25.9385, 2000, Oct, Philippines, PHL
25.9002, 2000, Nov, Philippines, PHL
25.526, 2000, Dec, Philippines, PHL
25.2297, 2001, Jan, Philippines, PHL
25.4425, 2001, Feb, Philippines, PHL
25.8396, 2001, Mar, Philippines, PHL
27.1893, 2001, Apr, Philippines, PHL
27.1077, 2001, May, Philippines, PHL
26.6428, 2001, Jun, Philippines, PHL
26.0687, 2001, Jul, Philippines, PHL
25.9956, 2001, Aug, Philippines, PHL
26.2638, 2001, Sep, Philippines, PHL
26.1439, 2001, Oct, Philippines, PHL
25.1372, 2001, Nov, Philippines, PHL
24.6308, 2001, Dec, Philippines, PHL
24.698, 2002, Jan, Philippines, PHL
24.52, 2002, Feb, Philippines, PHL
25.8142, 2002, Mar, Philippines, PHL
26.7448, 2002, Apr, Philippines, PHL
27.4068, 2002, May, Philippines, PHL
26.7502, 2002, Jun, Philippines, PHL
25.967, 2002, Jul, Philippines, PHL
25.7623, 2002, Aug, Philippines, PHL
25.692, 2002, Sep, Philippines, PHL
26.2617, 2002, Oct, Philippines, PHL
25.8102, 2002, Nov, Philippines, PHL
25.3758, 2002, Dec, Philippines, PHL
24.4245, 2003, Jan, Philippines, PHL
24.7136, 2003, Feb, Philippines, PHL
25.7513, 2003, Mar, Philippines, PHL
27.2151, 2003, Apr, Philippines, PHL
27.1501, 2003, May, Philippines, PHL
26.0982, 2003, Jun, Philippines, PHL
26.1519, 2003, Jul, Philippines, PHL
25.787, 2003, Aug, Philippines, PHL
25.6399, 2003, Sep, Philippines, PHL
25.7658, 2003, Oct, Philippines, PHL
25.8989, 2003, Nov, Philippines, PHL
24.7424, 2003, Dec, Philippines, PHL
24.6361, 2004, Jan, Philippines, PHL
25.1195, 2004, Feb, Philippines, PHL
25.9599, 2004, Mar, Philippines, PHL
27.1387, 2004, Apr, Philippines, PHL
26.9489, 2004, May, Philippines, PHL
25.9484, 2004, Jun, Philippines, PHL
26.0783, 2004, Jul, Philippines, PHL
26.0126, 2004, Aug, Philippines, PHL
26.1818, 2004, Sep, Philippines, PHL
25.3855, 2004, Oct, Philippines, PHL
25.7465, 2004, Nov, Philippines, PHL
25.3449, 2004, Dec, Philippines, PHL
25.6897, 2005, Jan, Philippines, PHL
25.3657, 2005, Feb, Philippines, PHL
25.6033, 2005, Mar, Philippines, PHL
26.5231, 2005, Apr, Philippines, PHL
27.3189, 2005, May, Philippines, PHL
26.4659, 2005, Jun, Philippines, PHL
26.2273, 2005, Jul, Philippines, PHL
25.9844, 2005, Aug, Philippines, PHL
25.6394, 2005, Sep, Philippines, PHL
26.0266, 2005, Oct, Philippines, PHL
26.0138, 2005, Nov, Philippines, PHL
24.6931, 2005, Dec, Philippines, PHL
25.2543, 2006, Jan, Philippines, PHL
25.2427, 2006, Feb, Philippines, PHL
25.9232, 2006, Mar, Philippines, PHL
26.9234, 2006, Apr, Philippines, PHL
26.7947, 2006, May, Philippines, PHL
26.6897, 2006, Jun, Philippines, PHL
25.9124, 2006, Jul, Philippines, PHL
25.7956, 2006, Aug, Philippines, PHL
26.0192, 2006, Sep, Philippines, PHL
25.7158, 2006, Oct, Philippines, PHL
26.0492, 2006, Nov, Philippines, PHL
25.6989, 2006, Dec, Philippines, PHL
24.9902, 2007, Jan, Philippines, PHL
25.3245, 2007, Feb, Philippines, PHL
25.9924, 2007, Mar, Philippines, PHL
26.8901, 2007, Apr, Philippines, PHL
27.2332, 2007, May, Philippines, PHL
27.0766, 2007, Jun, Philippines, PHL
26.4934, 2007, Jul, Philippines, PHL
25.9477, 2007, Aug, Philippines, PHL
25.7602, 2007, Sep, Philippines, PHL
25.8276, 2007, Oct, Philippines, PHL
24.9296, 2007, Nov, Philippines, PHL
25.0861, 2007, Dec, Philippines, PHL
24.9651, 2008, Jan, Philippines, PHL
